2022-12-01T05:52:53Z,12382,11331
2022-12-01T05:54:00Z,12498,11422
2022-12-01T05:55:00Z,12593,11523
2022-12-01T05:56:00Z,12699,11620
2022-12-01T05:57:01Z,12789,11707
2022-12-01T05:58:01Z,12914,11791
2022-12-01T05:59:00Z,13005,11875
2022-12-01T06:00:00Z,13096,11984
2022-12-01T06:01:00Z,13183,12070
2022-12-01T06:02:00Z,13263,12168
2022-12-01T06:03:00Z,13366,12269
2022-12-01T06:04:01Z,13442,12361
2022-12-01T06:05:01Z,13534,12454
2022-12-01T06:06:00Z,13623,12553
2022-12-01T06:07:00Z,13699,12634
2022-12-01T06:08:00Z,13803,12715
2022-12-01T06:09:00Z,13892,12796
2022-12-01T06:10:01Z,13976,12882
2022-12-01T06:11:01Z,14063,12968
2022-12-01T06:12:00Z,14166,13051
2022-12-01T06:13:00Z,14260,13131
2022-12-01T06:14:00Z,14354,13210
2022-12-01T06:15:00Z,14440,13299
2022-12-01T06:16:00Z,14546,13380
2022-12-01T06:17:01Z,14633,13479
2022-12-01T06:18:01Z,14720,13566
2022-12-01T06:19:01Z,14798,13662
2022-12-01T06:20:00Z,14892,13756
2022-12-01T06:21:00Z,14989,13830
2022-12-01T06:22:00Z,15078,13926
2022-12-01T06:23:00Z,15177,14005
2022-12-01T06:24:00Z,15278,14086
2022-12-01T06:25:01Z,15360,14178
2022-12-01T06:26:01Z,15444,14271
2022-12-01T06:27:00Z,15536,14367
2022-12-01T06:28:00Z,15638,14449
2022-12-01T06:29:00Z,15722,14559
2022-12-01T06:30:00Z,15823,14653
2022-12-01T06:31:00Z,15907,14734
2022-12-01T06:32:01Z,15988,14821
2022-12-01T06:33:01Z,16079,14904
2022-12-01T06:34:00Z,16150,14977
2022-12-01T06:35:00Z,16227,15078
2022-12-01T06:36:00Z,16310,15171
2022-12-01T06:37:00Z,16394,15250
2022-12-01T06:38:00Z,16483,15333
2022-12-01T06:39:01Z,16564,15413
2022-12-01T06:40:01Z,16650,15502
2022-12-01T06:41:00Z,16745,15585
2022-12-01T06:42:00Z,16842,15666
2022-12-01T06:43:00Z,16929,15770
2022-12-01T06:44:00Z,17023,15857
